date,Supplemntal Nutrition Assistance Program,Food bank,Soup kitchen,CalFresh,Electronic Benefit Transfer
2018-01-01,43.0,0.0,0.0,0.0,33.0
2018-02-01,51.0,0.0,0.0,0.0,26.0
2018-03-01,21.0,0.0,0.0,0.0,28.0
2018-04-01,39.0,0.0,0.0,0.0,30.0
2018-05-01,60.0,0.0,0.0,0.0,0.0
2018-06-01,47.0,0.0,0.0,0.0,34.0
2018-07-01,47.0,0.0,0.0,46.0,0.0
2018-08-01,30.0,0.0,0.0,0.0,0.0
2018-09-01,27.0,0.0,0.0,0.0,52.0
2018-10-01,39.0,0.0,0.0,0.0,20.0
2018-11-01,30.0,0.0,0.0,0.0,0.0
2018-12-01,30.0,0.0,0.0,0.0,0.0
2019-01-01,95.45,49.28,0.0,0.0,32.86
2019-02-01,0.0,0.0,0.0,17.93,0.0
2019-03-01,50.0,0.0,0.0,0.0,0.0
2019-04-01,37.5,0.0,0.0,0.0,24.29
2019-05-01,37.5,0.0,0.0,0.0,24.29
2019-06-01,27.27,0.0,0.0,0.0,24.29
2019-07-01,0.0,36.23,0.0,0.0,40.0
2019-08-01,56.82,0.0,0.0,0.0,0.0
2019-09-01,23.86,0.0,0.0,0.0,35.71
2019-10-01,37.5,0.0,0.0,0.0,35.71
2019-11-01,43.18,0.0,0.0,0.0,0.0
2019-12-01,40.91,0.0,0.0,0.0,0.0
2020-01-01,31.87,0.0,0.0,0.0,0.0
2020-02-01,34.65,21.0,41.48,0.0,38.1
2020-03-01,54.05,21.0,0.0,0.0,19.05
2020-04-01,67.9,21.0,0.0,36.61,66.67
2020-05-01,70.68,0.0,0.0,0.0,352.38
2020-06-01,74.83,12.0,0.0,32.04,271.43
2020-07-01,51.27,10.0,0.0,0.0,104.76
2020-08-01,49.89,0.0,0.0,0.0,100.0
2020-09-01,41.57,0.0,0.0,0.0,90.48
2020-10-01,44.35,0.0,0.0,0.0,47.62
2020-11-01,40.19,0.0,0.0,0.0,119.05
2020-12-01,32.0,10.0,0.0,0.0,57.14
2021-01-01,32.0,13.0,0.0,0.0,14.0
2021-02-01,23.0,0.0,0.0,0.0,16.5
2021-03-01,15.0,0.0,0.0,0.0,17.0
2021-04-01,24.0,0.0,0.0,0.0,17.0
2021-05-01,34.0,0.0,0.0,0.0,28.0
2021-06-01,23.0,18.0,0.0,0.0,30.0
2021-07-01,53.0,0.0,0.0,0.0,37.0
2021-08-01,59.0,0.0,0.0,0.0,36.0
2021-09-01,45.0,0.0,0.0,0.0,30.0
2021-10-01,45.0,0.0,0.0,28.0,20.0
2021-11-01,52.0,0.0,0.0,41.0,28.0
2021-12-01,50.0,0.0,0.0,41.0,19.0
2022-01-01,38.0,0.0,0.0,44.58,16.0
2022-02-01,34.0,0.0,18.0,28.23,16.5
2022-03-01,32.0,0.0,0.0,0.0,17.0
2022-04-01,40.0,0.0,0.0,0.0,16.0
2022-05-01,55.0,0.0,0.0,0.0,19.0
2022-06-01,41.0,15.32,0.0,0.0,20.0
2022-07-01,77.0,0.0,0.0,0.0,21.0
2022-08-01,31.0,0.0,0.0,0.0,23.0
2022-09-01,38.0,13.21,0.0,53.49,26.0
2022-10-01,44.0,13.21,0.0,71.32,34.0
2022-11-01,44.0,15.85,0.0,40.12,38.0
2022-12-01,48.0,15.85,0.0,65.38,41.0
2023-01-01,30.0,0.0,0.0,140.34,21.0
2023-02-01,28.0,0.0,0.0,0.0,24.5
2023-03-01,32.0,0.0,0.0,78.42,19.0
2023-04-01,31.0,14.47,0.0,243.53,20.0
2023-05-01,53.0,14.93,0.0,0.0,25.0
2023-06-01,64.0,10.73,0.0,0.0,20.0
2023-07-01,76.0,10.73,0.0,136.21,20.0
2023-08-01,50.0,16.8,0.0,123.83,27.0
2023-09-01,36.0,19.13,0.0,185.74,31.0
2023-10-01,15.0,12.13,0.0,115.57,15.0
2023-11-01,15.0,9.8,0.0,0.0,10.0
2023-12-01,28.0,17.73,0.0,0.0,15.0
2024-01-01,47.0,0.0,0.0,0.0,11.0
2024-02-01,50.0,24.27,0.0,0.0,8.0
